Lead Owner,Interest Level,Lead Location(Auto),Creation Source,Marketing Source,is_india_location,days_since_next_activity,next_activity_hour,Days_Since_Update,Update_Hour,Update_DayOfWeek,hour_of_day,day_of_week,is_student,creation_source_encoded
12,1,Unknown,2,42,0,-1.0,-1.0,1183,1,0,1,0,0,2
4,1,Unknown,0,10,0,17.0,0.0,1162,15,0,18,4,0,0
20,0,Unknown,0,42,0,-1.0,-1.0,953,12,6,22,0,1,0
2,0,Unknown,0,6,0,-1.0,-1.0,1159,19,2,13,2,0,0
1,1,Unknown,2,42,0,-1.0,-1.0,1315,14,1,14,1,0,2
21,1,IN,0,13,0,-1.0,-1.0,947,13,5,13,1,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1171,20,4,12,2,0,0
14,0,Unknown,0,13,0,-1.0,-1.0,1043,14,0,13,1,0,0
2,1,US,0,22,0,282.0,0.0,835,2,5,8,5,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,917,19,6,5,6,1,0
18,0,IN,0,42,0,-1.0,-1.0,805,15,0,9,6,0,0
16,0,India,2,0,1,-1.0,-1.0,1347,16,4,14,4,0,2
1,0,Unknown,2,42,0,-1.0,0.0,1218,15,0,14,0,0,2
2,0,IN,0,13,0,19.0,0.0,1044,20,5,8,3,0,0
21,1,IN,0,10,0,-1.0,-1.0,1065,14,6,19,0,0,0
13,1,Unknown,0,42,0,2.0,0.0,888,16,1,17,1,0,0
4,0,Unknown,0,22,0,11.0,0.0,867,22,0,17,2,0,0
18,0,Unknown,0,6,0,-1.0,0.0,1230,19,1,17,1,0,0
18,0,Unknown,0,22,0,-1.0,-1.0,1152,2,3,13,1,0,0
2,0,Unknown,0,0,0,-1.0,-1.0,1210,14,1,18,0,0,0
14,0,IN,0,6,0,39.0,0.0,1043,15,0,9,6,0,0
4,1,Unknown,0,10,0,50.0,0.0,1153,13,2,7,2,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1147,15,1,18,3,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1068,0,3,22,6,0,0
4,1,Unknown,0,19,0,1.0,17.0,1133,14,1,11,0,0,0
4,0,Unknown,0,19,0,2.0,0.0,1252,17,1,17,0,0,0
2,0,IN,0,19,0,-1.0,-1.0,1071,16,0,12,3,0,0
4,0,Unknown,0,13,0,13.0,0.0,937,16,1,14,1,0,0
12,1,Unknown,0,42,0,-1.0,-1.0,1308,16,1,3,1,0,0
18,0,Unknown,0,22,0,-1.0,-1.0,1041,17,2,23,0,0,0
2,0,IN,0,19,0,47.0,0.0,884,12,5,12,2,0,0
1,1,India,2,42,1,-1.0,-1.0,1315,12,1,12,1,0,2
18,0,Unknown,0,6,0,-1.0,-1.0,1036,12,0,22,5,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,913,16,4,6,4,1,0
13,1,Unknown,0,19,0,14.0,0.0,894,18,1,9,1,0,0
4,0,Unknown,0,19,0,12.0,0.0,1041,14,2,13,3,0,0
16,0,Unknown,0,10,0,-1.0,-1.0,1345,14,6,15,5,0,0
21,1,IN,0,4,0,131.0,12.0,828,16,5,14,2,0,0
18,1,Unknown,0,13,0,-1.0,-1.0,1085,13,0,23,5,0,0
2,0,IN,0,22,0,-1.0,-1.0,1104,19,1,22,0,0,0
19,1,India,0,42,1,7.0,0.0,847,17,0,19,6,0,0
1,0,Unknown,0,22,0,21.0,0.0,1107,9,6,22,5,0,0
2,0,IN,0,22,0,3.0,0.0,828,14,5,21,4,0,0
19,1,Unknown,0,42,0,8.0,0.0,1016,17,6,19,4,0,0
17,0,Unknown,0,22,0,1.0,0.0,1038,18,5,17,3,0,0
19,0,Unknown,0,42,0,-1.0,-1.0,1148,12,0,18,5,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1164,11,5,12,4,0,0
19,1,Unknown,0,42,0,2.0,0.0,962,12,4,1,0,0,0
15,0,Unknown,2,13,0,-1.0,-1.0,1032,16,4,6,4,0,2
19,1,Unknown,0,16,0,-1.0,-1.0,1112,15,1,22,6,0,0
18,1,Unknown,0,6,0,2.0,11.0,894,17,2,20,2,0,0
12,1,Unknown,2,42,0,1.0,0.0,1175,20,0,20,5,0,2
5,0,IN,0,6,0,0.0,0.0,936,12,2,18,1,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1071,16,0,9,5,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,953,20,5,14,4,0,0
4,0,Unknown,0,10,0,-1.0,-1.0,1344,12,0,7,4,0,0
4,0,India,2,42,1,-1.0,-1.0,1314,17,2,20,0,0,2
1,0,Unknown,0,10,0,-1.0,-1.0,1347,6,4,13,2,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,942,19,2,13,3,0,0
18,0,Unknown,0,22,0,-1.0,-1.0,1022,11,0,11,6,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1103,19,2,8,0,0,0
4,0,Unknown,0,10,0,-1.0,-1.0,1290,12,5,10,6,0,0
2,0,IN,0,13,0,-1.0,-1.0,1116,15,4,9,0,0,0
19,0,Unknown,0,0,0,-1.0,-1.0,1225,16,0,14,0,0,0
21,0,BD,0,4,0,-1.0,-1.0,1011,18,4,0,4,0,0
2,0,Unknown,0,13,0,-1.0,-1.0,1291,10,4,22,3,0,0
19,1,Unknown,0,0,0,-1.0,-1.0,1186,17,4,16,2,0,0
18,1,Unknown,0,6,0,-1.0,-1.0,949,16,3,16,0,0,0
19,1,Unknown,0,42,0,85.0,0.0,881,13,1,23,6,0,0
14,0,IN,0,22,0,4.0,0.0,1043,15,0,21,3,0,0
18,0,US,0,42,0,-1.0,-1.0,848,2,6,1,2,0,0
1,0,india,0,19,1,1.0,0.0,964,19,1,14,4,0,0
13,1,Unknown,0,42,0,-1.0,-1.0,888,16,1,17,1,0,0
2,1,IN,0,13,0,-1.0,-1.0,1032,19,3,9,5,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1067,19,3,14,0,0,0
1,0,india,0,0,1,146.0,0.0,964,19,1,9,1,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,1061,13,3,14,0,0,0
19,1,Unknown,0,42,0,4.0,0.0,1047,14,3,21,0,0,0
19,0,Unknown,0,42,0,-1.0,-1.0,1083,11,2,10,0,0,0
2,0,IN,0,19,0,7.0,0.0,1064,13,0,12,2,0,0
17,0,Unknown,0,19,0,-1.0,-1.0,1107,9,6,14,5,0,0
4,0,Unknown,0,13,0,-1.0,-1.0,1123,17,4,22,3,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,847,2,0,8,5,0,0
2,1,IN,0,19,0,26.0,0.0,1009,14,6,10,5,0,0
19,1,Unknown,0,13,0,0.0,0.0,1128,17,6,22,5,0,0
2,1,Unknown,0,13,0,-1.0,-1.0,1236,10,3,6,6,0,0
2,0,IN,0,13,0,4.0,0.0,1003,15,5,6,4,0,0
21,1,in,0,42,0,-1.0,-1.0,1081,11,4,0,4,0,0
9,0,IN,0,22,0,19.0,0.0,885,12,4,12,4,0,0
17,0,Unknown,0,19,0,1.0,0.0,1061,13,3,9,1,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,807,11,5,10,3,0,0
13,0,IN,0,42,0,-1.0,-1.0,796,18,1,16,0,1,0
2,1,Unknown,0,6,0,122.0,0.0,1114,21,5,22,4,0,0
4,0,Unknown,0,22,0,1.0,0.0,928,12,3,5,2,0,0
2,0,AU,0,4,0,5.0,0.0,864,10,4,9,1,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1123,13,4,9,3,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1067,13,4,7,1,0,0
19,1,Unknown,0,42,0,4.0,0.0,1078,15,0,9,2,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,1043,11,0,23,4,0,0
2,1,Unknown,0,13,0,-1.0,-1.0,1295,11,0,22,4,0,0
18,0,IN,0,42,0,16.0,0.0,821,17,5,14,2,0,0
4,0,Unknown,0,19,0,7.0,0.0,910,16,0,19,5,1,0
1,1,Unknown,0,42,0,0.0,16.0,1130,22,3,9,3,0,0
13,0,Unknown,0,15,0,-1.0,-1.0,903,10,0,0,1,0,0
18,0,Unknown,0,22,0,158.0,0.0,975,16,5,3,0,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,808,11,4,18,3,0,0
12,1,Unknown,0,42,0,-1.0,0.0,1013,0,2,0,5,0,0
9,0,IN,0,42,0,-1.0,-1.0,811,17,1,0,0,0,0
2,1,IN,0,10,0,21.0,15.0,1067,17,4,4,5,0,0
2,1,IN,0,13,0,6.0,0.0,1054,12,3,23,0,0,0
15,1,Unknown,0,22,0,-1.0,-1.0,1078,11,0,3,6,0,0
4,0,Unknown,0,10,0,-1.0,-1.0,1328,19,1,7,1,0,0
4,0,Unknown,0,22,0,3.0,0.0,1125,13,2,2,1,0,0
12,1,Unknown,0,42,0,-1.0,-1.0,1252,23,0,19,0,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1199,0,5,23,1,0,0
5,0,india,0,42,1,0.0,0.0,965,14,1,18,1,0,0
2,1,IN,0,22,0,253.0,0.0,855,14,6,10,6,0,0
11,1,Unknown,0,10,0,-1.0,-1.0,819,15,0,13,3,0,0
1,1,Unknown,0,42,0,0.0,0.0,1083,6,2,6,1,1,0
20,1,India,0,42,1,-1.0,-1.0,828,16,5,5,6,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,1096,14,3,18,2,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,950,18,1,17,4,0,0
19,1,Unknown,0,42,0,3.0,0.0,929,18,1,23,6,0,0
2,0,GB,0,6,0,5.0,0.0,931,17,0,13,5,0,0
2,1,IN,0,13,0,2.0,13.0,1007,12,1,23,6,0,0
2,1,IN,2,23,0,4.0,12.0,926,13,5,20,0,0,2
2,1,India,2,0,1,-1.0,-1.0,1225,19,6,13,6,0,2
6,0,Unknown,0,0,0,-1.0,0.0,797,16,1,13,4,1,0
20,0,IN,0,22,0,131.0,0.0,1064,15,0,21,5,0,0
12,1,Unknown,0,42,0,-1.0,0.0,986,6,1,3,1,0,0
19,1,Unknown,0,42,0,41.0,0.0,870,18,5,14,5,0,0
4,0,Unknown,0,13,0,0.0,0.0,1213,18,5,15,5,0,0
14,0,Unknown,0,13,0,111.0,0.0,1002,10,6,14,6,0,0
17,1,Unknown,0,19,0,4.0,0.0,1181,12,2,19,4,0,0
1,0,Unknown,0,42,0,-1.0,0.0,1103,8,3,15,3,0,0
2,1,India,2,42,1,304.0,19.0,1001,9,0,11,4,0,2
2,1,India,2,9,1,-1.0,-1.0,1325,20,4,20,4,0,2
9,1,Unknown,0,22,0,3.0,13.0,877,18,4,14,2,0,0
2,1,GB,0,4,0,4.0,0.0,888,15,1,23,6,0,0
20,0,IN,0,10,0,3.0,0.0,1064,15,0,10,6,0,0
16,0,Unknown,0,0,0,-1.0,-1.0,1346,16,5,11,5,0,0
11,1,Unknown,0,42,0,77.0,0.0,819,15,0,11,4,0,0
2,1,IN,0,10,0,362.0,0.0,920,16,4,20,1,0,0
2,0,Unknown,0,6,0,-1.0,-1.0,1233,15,6,22,4,0,0
20,0,India,0,42,1,-1.0,-1.0,834,13,6,11,3,1,0
20,0,Unknown,0,42,0,-1.0,-1.0,952,13,0,23,5,1,0
5,1,india,0,42,1,37.0,0.0,904,11,6,1,6,0,0
10,1,Unknown,0,42,0,-1.0,-1.0,812,17,0,23,2,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,984,12,3,21,0,0,0
4,0,IN,2,42,0,0.0,0.0,1005,17,3,17,3,0,2
19,1,Unknown,0,13,0,-1.0,-1.0,1131,11,3,12,2,0,0
1,0,india,0,19,1,3.0,0.0,964,19,1,13,4,0,0
2,1,India,2,0,1,22.0,10.0,1262,16,5,14,3,0,2
4,1,Unknown,0,13,0,2.0,11.0,950,11,2,22,6,0,0
20,1,India,0,42,1,-1.0,-1.0,877,13,5,11,5,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,967,16,6,9,6,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,956,10,3,11,0,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,1061,15,3,11,0,0,0
4,1,Unknown,0,13,0,2.0,0.0,1206,18,4,11,4,0,0
15,0,Unknown,0,13,0,-1.0,-1.0,1037,16,6,20,3,0,0
21,1,in,0,42,0,-1.0,-1.0,1056,17,1,19,6,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1206,16,5,23,4,1,0
21,1,IN,0,22,0,-1.0,-1.0,1007,15,1,20,4,1,0
18,1,Unknown,0,13,0,-1.0,-1.0,1032,12,4,8,1,0,0
1,1,Unknown,2,42,0,-1.0,-1.0,1141,10,0,10,0,1,2
18,0,Unknown,0,6,0,-1.0,-1.0,1074,1,4,10,0,0,0
19,1,Unknown,0,42,0,2.0,0.0,902,15,1,16,5,0,0
19,1,Unknown,0,13,0,-1.0,-1.0,1084,19,0,16,5,0,0
2,0,GB,0,4,0,71.0,0.0,821,17,5,23,5,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,917,12,0,7,5,0,0
2,1,IN,0,10,0,14.0,14.0,925,9,6,15,4,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,947,17,5,22,3,0,0
19,1,Unknown,0,42,0,3.0,0.0,869,21,5,11,2,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1034,2,2,11,1,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,1186,19,3,13,3,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1036,11,0,0,6,0,0
18,0,Unknown,0,22,0,-1.0,-1.0,853,17,1,11,5,0,0
19,1,IN,0,42,0,-1.0,-1.0,803,10,2,0,6,0,0
19,1,Unknown,0,42,0,0.0,0.0,1039,14,4,11,3,0,0
2,1,Unknown,0,13,0,-1.0,-1.0,1246,14,0,16,5,0,0
19,1,Unknown,0,0,0,107.0,0.0,1168,12,1,11,3,0,0
4,0,Unknown,0,22,0,2.0,0.0,1074,12,4,10,2,0,0
2,0,Unknown,0,13,0,-1.0,-1.0,1275,10,6,0,6,0,0
1,1,Unknown,0,42,0,-1.0,0.0,825,9,1,7,0,0,0
2,0,Unknown,0,10,0,-1.0,-1.0,1254,10,6,20,1,0,0
19,1,Unknown,0,42,0,1.0,0.0,957,18,2,17,0,0,0
4,1,Unknown,0,0,0,51.0,0.0,1234,20,4,0,0,0,0
20,0,Unknown,0,42,0,-1.0,-1.0,952,10,0,23,5,1,0
15,0,Unknown,0,40,0,-1.0,-1.0,1056,12,1,20,0,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1125,16,2,11,2,0,0
19,1,Unknown,0,42,0,0.0,0.0,848,14,6,14,4,0,0
1,1,Unknown,0,42,0,39.0,0.0,909,4,1,20,3,0,0
17,1,Unknown,0,19,0,6.0,18.0,957,10,2,19,5,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1208,19,2,22,1,0,0
21,1,in,0,13,0,48.0,0.0,1081,11,4,17,4,0,0
17,0,Unknown,0,22,0,1.0,0.0,1122,12,5,13,3,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1088,12,4,9,1,0,0
17,0,Unknown,0,19,0,-1.0,0.0,1159,13,3,2,3,0,0
1,1,Unknown,2,42,0,-1.0,0.0,919,19,4,13,4,0,2
12,1,Unknown,0,42,0,-1.0,0.0,890,4,6,3,3,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,1014,14,1,14,6,0,0
19,1,Unknown,2,42,0,-1.0,-1.0,1125,13,2,13,2,0,2
2,0,IN,0,19,0,-1.0,-1.0,1168,19,0,13,6,0,0
4,1,Unknown,0,19,0,1.0,0.0,1140,11,1,16,0,0,0
1,1,Unknown,2,42,0,111.0,0.0,843,16,4,18,4,0,2
4,0,Unknown,0,0,0,-1.0,-1.0,1277,12,4,12,3,0,0
6,0,Unknown,0,0,0,-1.0,-1.0,797,13,1,21,3,0,0
2,1,IN,0,19,0,7.0,0.0,960,19,5,14,1,0,0
4,1,Unknown,0,42,0,3.0,15.0,848,12,6,21,2,0,0
19,0,Unknown,0,42,0,-1.0,-1.0,1131,10,3,12,2,0,0
11,1,Unknown,2,0,0,418.0,0.0,819,15,0,16,2,0,2
12,1,Unknown,0,42,0,-1.0,0.0,1071,19,6,0,6,0,0
17,1,Unknown,0,19,0,-1.0,-1.0,982,12,5,0,4,0,0
20,0,IN,0,13,0,58.0,0.0,1064,15,0,20,0,0,0
2,0,IN,0,13,0,6.0,0.0,1042,18,1,1,5,0,0
2,0,India,2,10,1,-1.0,-1.0,1278,14,3,14,3,0,2
13,1,Unknown,2,42,0,-1.0,-1.0,903,10,0,19,1,0,2
2,0,Unknown,0,13,0,-1.0,-1.0,1270,17,4,20,3,0,0
16,0,Unknown,0,13,0,-1.0,-1.0,1282,15,6,19,0,0,0
11,0,Unknown,0,13,0,-1.0,-1.0,819,15,0,23,5,0,0
21,0,IN,0,13,0,-1.0,-1.0,955,13,4,23,1,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,1206,16,5,15,6,0,0
19,1,Unknown,0,19,0,-1.0,-1.0,1139,11,2,20,0,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1021,6,1,10,0,1,0
18,1,Unknown,0,42,0,9.0,14.0,908,18,1,23,5,0,0
18,0,IN,0,42,0,16.0,0.0,819,18,0,14,2,0,0
15,0,Unknown,0,6,0,-1.0,-1.0,1039,19,3,16,0,0,0
11,0,Unknown,0,42,0,-1.0,-1.0,807,11,5,16,4,1,0
18,0,Unknown,0,42,0,-1.0,-1.0,844,18,2,9,1,0,0
16,0,Unknown,0,10,0,-1.0,-1.0,1328,17,2,8,2,0,0
16,1,Unknown,2,0,0,-1.0,-1.0,1328,13,2,11,2,0,2
4,1,Unknown,0,19,0,18.0,0.0,1162,15,0,0,5,0,0
15,0,Unknown,0,13,0,128.0,0.0,1047,9,3,6,2,0,0
13,0,Unknown,2,0,0,-1.0,-1.0,903,10,0,20,6,0,2
17,0,Unknown,0,22,0,-1.0,-1.0,969,17,4,13,3,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,955,15,4,22,6,0,0
6,1,Unknown,0,30,0,-1.0,-1.0,797,16,1,18,5,0,0
19,1,Unknown,0,42,0,126.0,0.0,878,19,3,4,2,0,0
1,1,Unknown,0,42,0,16.0,0.0,1088,12,4,12,1,0,0
21,0,in,0,19,0,34.0,0.0,1081,11,4,18,4,0,0
17,0,Unknown,0,19,0,0.0,0.0,1041,12,2,17,1,0,0
20,0,India,0,42,1,-1.0,-1.0,886,16,3,15,1,1,0
2,1,IN,0,22,0,10.0,0.0,871,10,4,9,3,0,0
4,0,Unknown,0,13,0,8.0,0.0,972,19,0,14,5,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,970,19,2,5,2,0,0
10,0,Unknown,2,0,0,-1.0,-1.0,812,17,0,14,2,0,2
4,0,Unknown,0,4,0,44.0,0.0,922,16,2,0,6,0,0
19,1,Unknown,0,42,0,109.0,0.0,922,14,2,17,4,0,0
4,0,Unknown,0,19,0,0.0,0.0,1213,18,5,15,5,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,986,14,1,14,0,0,0
18,1,Unknown,0,22,0,3.0,17.0,1063,17,1,20,4,0,0
4,1,Unknown,0,19,0,-1.0,-1.0,1129,18,5,23,6,0,0
11,0,India,0,42,1,9.0,0.0,819,15,0,23,5,1,0
19,1,Unknown,0,42,0,1.0,0.0,976,14,4,16,3,0,0
21,0,IN,0,13,0,0.0,0.0,1081,11,4,22,2,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1167,14,2,1,2,0,0
17,1,Unknown,0,22,0,0.0,0.0,1009,16,6,18,4,0,0
4,1,IN,2,42,0,3.0,11.0,928,15,3,18,3,0,2
4,0,Unknown,0,22,0,-1.0,-1.0,1126,18,1,13,6,0,0
2,0,Unknown,0,0,0,-1.0,-1.0,1334,20,2,17,2,0,0
21,1,IN,0,22,0,-1.0,-1.0,986,16,1,14,3,0,0
17,0,Unknown,0,22,0,-1.0,-1.0,1163,18,6,12,6,0,0
17,1,Unknown,0,19,0,-1.0,-1.0,985,11,2,12,1,0,0
19,1,Unknown,0,42,0,1.0,0.0,957,10,2,15,5,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1211,14,0,6,0,0,0
20,0,Unknown,0,42,0,-1.0,-1.0,967,14,6,14,2,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,1000,18,1,10,1,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,1029,11,0,16,2,0,0
19,1,Unknown,0,42,0,2.0,0.0,1086,10,6,21,1,0,0
2,0,IN,0,19,0,-1.0,-1.0,1098,19,0,12,6,0,0
20,0,Unknown,0,42,0,-1.0,-1.0,1005,17,3,16,2,0,0
5,0,india,0,42,1,1.0,12.0,963,15,3,15,6,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,975,15,5,9,3,0,0
14,0,IN,0,13,0,153.0,0.0,1020,16,2,21,2,0,0
18,1,Unknown,0,13,0,-1.0,-1.0,1169,13,0,20,6,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1158,12,4,7,4,0,0
2,1,AE,0,0,0,100.0,0.0,1103,17,3,19,5,0,0
17,0,Unknown,0,13,0,-1.0,-1.0,1124,13,3,23,2,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,888,15,1,14,5,0,0
4,0,Unknown,0,13,0,3.0,0.0,1029,10,0,8,6,0,0
1,1,Unknown,2,42,0,-1.0,-1.0,1159,14,3,14,3,0,2
18,1,Unknown,0,22,0,4.0,19.0,1223,0,2,20,3,0,0
2,0,IN,0,19,0,3.0,0.0,967,10,6,20,5,0,0
19,1,Unknown,0,42,0,8.0,0.0,977,10,3,17,1,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1093,13,6,12,5,0,0
16,1,Unknown,2,0,0,-1.0,-1.0,1308,18,1,14,4,0,2
20,0,Unknown,0,42,0,-1.0,-1.0,953,10,6,11,0,1,0
11,0,Unknown,0,0,0,-1.0,-1.0,819,15,0,9,1,0,0
19,1,Unknown,0,13,0,23.0,0.0,1120,16,0,9,4,0,0
4,1,Unknown,0,6,0,-1.0,-1.0,920,14,4,12,0,0,0
4,0,Unknown,2,42,0,6.0,0.0,1133,12,1,12,1,0,2
16,1,Unknown,0,0,0,-1.0,-1.0,1333,11,4,16,3,0,0
20,0,india,0,42,1,-1.0,-1.0,892,18,4,12,3,1,0
15,0,Unknown,2,10,0,280.0,0.0,1032,10,4,20,4,0,2
2,0,India,2,13,1,-1.0,-1.0,1290,20,4,20,4,0,2
2,1,India,2,13,1,-1.0,-1.0,1287,10,1,17,4,1,2
18,0,Unknown,0,6,0,-1.0,-1.0,952,9,0,10,6,0,0
2,1,India,2,0,1,65.0,15.0,1254,10,6,17,6,0,2
18,0,Unknown,0,13,0,-1.0,-1.0,1097,15,2,15,4,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,1207,0,4,15,3,0,0
19,0,Unknown,0,42,0,-1.0,-1.0,1114,11,6,19,3,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,931,19,6,5,6,1,0
18,0,Unknown,0,42,0,-1.0,-1.0,855,15,6,13,5,0,0
4,1,Unknown,0,19,0,-1.0,-1.0,1161,13,1,11,1,0,0
2,0,Unknown,0,10,0,-1.0,-1.0,1291,18,4,12,4,1,0
6,1,Unknown,0,0,0,0.0,0.0,797,13,1,10,4,0,0
18,0,BR,0,42,0,-1.0,-1.0,819,2,0,16,4,0,0
1,0,Unknown,0,42,0,-1.0,-1.0,1290,19,4,23,3,0,0
15,0,Unknown,2,0,0,-1.0,-1.0,1078,11,0,14,5,0,2
21,0,IN,0,22,0,-1.0,-1.0,1019,18,3,2,3,0,0
10,0,Unknown,0,0,0,-1.0,-1.0,812,17,0,17,6,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,1050,15,0,10,3,0,0
2,0,IN,0,19,0,7.0,0.0,952,15,0,18,3,0,0
2,0,IN,0,19,0,-1.0,-1.0,1109,11,4,10,1,0,0
17,1,Unknown,0,22,0,-1.0,-1.0,1041,12,2,17,1,0,0
15,0,Unknown,2,0,0,-1.0,-1.0,1050,16,0,22,2,0,2
21,1,IN,0,22,0,-1.0,-1.0,999,19,1,15,0,0,0
4,0,Unknown,0,22,0,9.0,0.0,957,0,2,0,6,0,0
19,0,Unknown,0,42,0,-1.0,-1.0,1025,14,4,8,1,1,0
2,1,IN,0,6,0,-1.0,-1.0,860,14,1,13,1,0,0
20,1,India,0,42,1,24.0,0.0,847,16,0,10,3,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,1020,18,1,16,6,0,0
21,1,IN,0,42,0,-1.0,-1.0,803,9,2,13,0,0,0
4,0,Unknown,0,19,0,3.0,0.0,1124,11,3,21,1,0,0
19,1,Unknown,0,19,0,-1.0,-1.0,1182,13,1,9,5,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1050,10,0,21,4,0,0
18,1,Unknown,0,6,0,-1.0,-1.0,984,12,3,12,2,0,0
15,0,Unknown,0,6,0,-1.0,-1.0,1043,14,0,10,5,0,0
1,1,AU,1,10,0,-1.0,-1.0,1330,14,0,14,0,0,1
1,1,Unknown,0,42,0,-1.0,-1.0,1193,12,4,10,4,0,0
19,0,Unknown,0,42,0,-1.0,-1.0,1102,13,4,11,3,0,0
18,1,Unknown,0,6,0,-1.0,-1.0,988,15,6,9,4,0,0
17,1,Unknown,0,0,0,-1.0,-1.0,1131,9,3,23,1,1,0
20,0,India,0,42,1,-1.0,-1.0,887,14,2,1,3,0,0
4,0,Unknown,0,10,0,8.0,0.0,1082,18,3,13,1,0,0
2,0,Unknown,0,10,0,-1.0,-1.0,1334,12,3,20,2,0,0
18,1,Unknown,0,6,0,0.0,20.0,1001,12,0,6,0,0,0
19,1,Unknown,0,22,0,26.0,0.0,1185,17,5,9,5,0,0
19,1,IN,0,42,0,2.0,0.0,901,11,2,22,6,1,0
4,1,Unknown,0,15,0,5.0,0.0,1076,10,2,10,4,0,0
15,0,Unknown,0,6,0,-1.0,-1.0,1043,14,0,2,4,0,0
1,1,Unknown,2,42,0,1.0,0.0,824,20,1,4,6,0,2
16,1,Unknown,2,0,0,-1.0,-1.0,1308,16,1,13,4,0,2
4,1,Unknown,0,19,0,42.0,0.0,1025,17,4,11,3,0,0
2,1,IN,0,13,0,6.0,0.0,958,15,1,20,5,0,0
4,0,IN,0,4,0,8.0,0.0,829,12,4,1,2,0,0
17,0,Unknown,0,19,0,3.0,0.0,1072,13,6,20,2,0,0
11,1,Unknown,2,0,0,350.0,0.0,819,15,0,20,3,0,2
17,0,Unknown,0,19,0,-1.0,-1.0,943,9,2,21,4,0,0
10,0,Unknown,2,0,0,-1.0,-1.0,812,17,0,21,3,0,2
2,0,IN,0,13,0,7.0,0.0,1064,13,0,11,2,0,0
10,0,Unknown,2,0,0,-1.0,-1.0,812,17,0,12,2,0,2
18,0,Unknown,0,42,0,-1.0,-1.0,871,1,4,10,1,0,0
14,1,IN,0,42,0,0.0,0.0,1015,14,0,22,2,0,0
17,1,Unknown,0,22,0,5.0,0.0,1152,16,3,22,4,1,0
4,0,IN,0,22,0,-1.0,-1.0,831,18,2,13,1,0,0
18,1,Unknown,0,10,0,-1.0,-1.0,1034,17,2,14,2,0,0
21,0,in,0,22,0,2.0,0.0,1081,11,4,10,6,0,0
2,1,IN,0,13,0,4.0,0.0,1068,13,3,8,6,0,0
15,0,Unknown,0,6,0,-1.0,-1.0,1037,13,6,10,6,0,0
19,0,Unknown,0,0,0,-1.0,-1.0,1221,10,4,10,3,0,0
20,1,India,0,42,1,-1.0,-1.0,906,16,4,4,4,1,0
2,0,IN,0,19,0,2.0,0.0,949,14,3,18,2,0,0
4,0,Unknown,0,19,0,35.0,0.0,1152,10,3,9,2,0,0
